"","Participant","Gender","Age","Lextale score","OrderofOccurrence","ItemType","item","AdjectiveFreq","NounFreq","LemNounFreq","CollFreq","LemCollFreq","LDscores","Length","ErrorRate","ReactionTime","Language"
"1777","EE18","Not stated",24,87.5,1,"Low_freq","new award",6.04,5.12,5.19,2.93,3.17,3.85,8,1,1.10439086,"English"
"1778","EE18","Not stated",24,87.5,1,"Low_freq","away game",5.62,5.11,5.26,2.32,3.26,2.54,8,1,1.020075798,"English"
"1779","EE18","Not stated",24,87.5,2,"Low_freq","soft material",4.71,5.07,5.25,2.36,2.44,3.31,12,1,0.866444111,"English"
"1780","EE18","Not stated",24,87.5,1,"Low_freq","suitable software",4.72,4.92,4.92,2.04,2.04,2.77,16,1,1.471112967,"English"
"1781","EE18","Not stated",24,87.5,1,"Baseline","dirty time",4.37,6.13,5.01,1.41,1.41,-3.22,9,1,1.204055071,"English"
"1782","EE18","Not stated",24,87.5,2,"Baseline","sudden people",4.56,6.03,6.2,1.54,1.9,-2.48,12,1,1.687395096,"English"
"1783","EE18","Not stated",24,87.5,2,"Baseline","nice years",5.05,5.89,6.04,1.54,2.11,-2.05,9,1,3.1550529,"English"
"1784","EE18","Not stated",24,87.5,2,"Baseline","far man",5.54,5.71,6.15,1.9,3.01,-0.41,6,1,3.137733936,"English"
"1785","EE18","Not stated",24,87.5,2,"Baseline","hard party",5.29,5.54,5.66,0,1.99,0,9,1,1.37146616,"English"
"1786","EE18","Not stated",24,87.5,1,"Baseline","late water",5.23,5.48,5.51,1.69,2,-0.19,9,1,1.554628134,"English"
"1787","EE18","Not stated",24,87.5,1,"Baseline","able development",5.42,5.45,5.51,0.94,1.23,-2.21,15,1,1.120873928,"English"
"1788","EE18","Not stated",24,87.5,2,"Baseline","sure power",5.32,5.44,5.53,1.54,1.72,-0.07,9,1,1.005175114,"English"
"1789","EE18","Not stated",24,87.5,2,"Baseline","general eyes",5.53,5.38,5.51,0,1.79,0,11,1,0.903476,"English"
"1790","EE18","Not stated",24,87.5,2,"Baseline","huge policy",4.83,5.36,5.48,1.23,1.41,-1.3,10,1,1.320533991,"English"
"1791","EE18","Not stated",24,87.5,2,"Baseline","single health",5.2,5.33,5.33,1.23,1.23,-1.32,12,1,1.187479019,"English"
"1792","EE18","Not stated",24,87.5,2,"Baseline","real minister",5.3,5.32,5.43,1.23,1.54,-1.34,12,1,1.237212896,"English"
"1793","EE18","Not stated",24,87.5,1,"Baseline","political door",5.42,5.31,5.39,1.23,1.23,-1.36,13,1,1.186496973,"English"
"1794","EE18","Not stated",24,87.5,2,"Baseline","short community",5.24,5.31,5.38,1.54,1.64,-0.26,14,1,1.92109108,"English"
"1795","EE18","Not stated",24,87.5,2,"Baseline","clear trade",5.34,5.24,5.27,1.69,1.9,0.45,10,1,0.853901863,"English"
"1796","EE18","Not stated",24,87.5,1,"Baseline","outside paper",5.27,5.17,5.31,0,1.9,0,12,1,0.921191931,"English"
"1797","EE18","Not stated",24,87.5,1,"Baseline","british hair",5.49,5.08,5.09,1.23,1.23,-0.83,11,1,1.186455011,"English"
"1798","EE18","Not stated",24,87.5,1,"Baseline","low rights",5.17,5.05,5.96,0,0,0,8,1,2.138317108,"English"
"1799","EE18","Not stated",24,87.5,2,"Baseline","chief growth",4.99,5.05,5.06,0,0,0,11,1,2.738155842,"English"
"1800","EE18","Not stated",24,87.5,1,"Baseline","total officer",5.19,4.9,5.19,0.94,1.99,-1.11,12,1,1.069721937,"English"
"1801","EE18","Not stated",24,87.5,2,"Baseline","necessary world",5.2,5.7,5.71,1.64,1.64,-1.14,14,1,2.588567019,"English"
"1802","EE18","Not stated",24,87.5,1,"Baseline","final life",5.13,5.69,5.74,1.9,1.99,-0.22,9,1,1.003447056,"English"
"1803","EE18","Not stated",24,87.5,2,"Baseline","firm place",5.03,5.62,5.77,1.64,2.32,-0.86,9,1,1.286715984,"English"
"1804","EE18","Not stated",24,87.5,1,"Baseline","official children",4.93,5.6,5.79,1.23,1.64,-2.11,16,1,0.954076052,"English"
"1805","EE18","Not stated",24,87.5,1,"Baseline","united information",5.23,5.53,5.53,1.54,1.94,-0.92,17,1,1.820772886,"English"
"1806","EE18","Not stated",24,87.5,2,"Baseline","various head",5.13,5.5,5.56,1.79,2.2,-0.03,11,1,1.587897062,"English"
"1807","EE18","Not stated",24,87.5,2,"Baseline","national face",5.53,5.46,5.52,1.79,1.9,-0.028,12,1,1.418254137,"English"
"1808","EE18","Not stated",24,87.5,2,"Baseline","natural service",5.09,5.43,5.69,1.41,1.85,-0.99,14,1,1.085371971,"English"
"1809","EE18","Not stated",24,87.5,1,"Baseline","key room",5.04,5.4,5.48,1.41,2.5,-0.91,7,1,1.353998899,"English"
"1810","EE18","Not stated",24,87.5,1,"Baseline","happy court",5,5.4,5.48,1.23,1.72,-1.44,10,1,1.838227034,"English"
"1811","EE18","Not stated",24,87.5,1,"Baseline","french question",5.17,5.35,5.54,1.23,1.94,-1.38,14,1,1.468868017,"English"
"1812","EE18","Not stated",24,87.5,2,"Baseline","significant mother",5.02,5.33,5.39,0,0.94,0,17,1,1.404018164,"English"
"1813","EE18","Not stated",24,87.5,1,"Baseline","early body",5.47,5.34,5.44,1.23,2.07,-1.46,9,1,1.486976862,"English"
"1814","EE18","Not stated",24,87.5,2,"Baseline","sorry voice",4.98,5.31,5.36,1.23,1.23,-1.2,10,1,1.03689003,"English"
"1815","EE18","Not stated",24,87.5,2,"Baseline","serious city",5.03,5.3,5.38,1.23,1.41,-1.2,11,1,0.920192957,"English"
"1816","EE18","Not stated",24,87.5,1,"Baseline","large hours",5.48,5.21,5.41,1.54,1.79,-0.13,10,1,1.539283037,"English"
"1817","EE18","Not stated",24,87.5,1,"Baseline","future authority",5.29,5.21,5.44,1.23,2.2,-1.03,15,1,1.003833056,"English"
"1818","EE18","Not stated",24,87.5,1,"Baseline","wrong friend",5.14,5.16,5.43,1.41,2.04,-0.2,11,1,1.552018881,"English"
"1819","EE18","Not stated",24,87.5,2,"Baseline","individual game",5.22,5.11,5.26,0.94,1.72,-1.69,14,1,0.903135061,"English"
"1820","EE18","Not stated",24,87.5,2,"Baseline","little software",5.74,4.92,4.92,0.94,1.94,-1.85,14,1,1.702144861,"English"
"1821","EE18","Not stated",24,87.5,2,"Baseline","male glass",4.98,4.92,5.01,0,0,0,9,1,0.984127998,"English"
"1822","EE19","F",19,90,2,"High_freq","long time",5.69,6.13,6.2,4.61,4.63,7.28,8,1,0.953863859,"English"
"1823","EE19","F",19,90,2,"High_freq","young people",5.45,6.03,6.04,4.53,4.53,7.36,11,1,0.769762993,"English"
"1824","EE19","F",19,90,2,"High_freq","recent years",5.14,5.89,6.15,4.4,4.4,7.39,11,1,0.752056837,"English"
"1825","EE19","F",19,90,1,"High_freq","local government",5.61,5.74,5.77,4.48,4.58,8.06,15,1,0.819901943,"English"
"1826","EE19","F",19,90,1,"High_freq","old man",5.67,5.71,5.93,4.34,4.4,7.65,6,1,0.739428997,"English"
"1827","EE19","F",19,90,2,"High_freq","labour party",5.38,5.54,5.66,4.59,4.61,9.1,11,1,0.689659834,"English"
"1828","EE19","F",19,90,2,"High_freq","hot water",4.89,5.48,5.51,3.97,3.97,7.34,8,1,0.700495958,"English"
"1829","EE19","F",19,90,1,"High_freq","left hand",5.6,5.47,5.69,3.92,4,7,8,1,1.103784084,"English"
"1830","EE19","F",19,90,1,"High_freq","economic development",5.31,5.45,5.51,3.98,4.01,7.36,19,1,0.970566988,"English"
"1831","EE19","F",19,90,1,"High_freq","nuclear power",4.85,5.44,5.53,4.08,4.09,7.81,12,1,0.769500017,"English"
"1832","EE19","F",19,90,1,"High_freq","blue eyes",4.95,5.38,5.51,3.9,3.94,7.4,8,1,0.737679005,"English"
"1833","EE19","F",19,90,2,"High_freq","common law",5.24,5.37,5.44,4.01,4.02,7.73,9,1,0.804111004,"English"
"1834","EE19","F",19,90,2,"High_freq","main road",5.34,5.37,5.43,3.82,3.9,7.07,8,1,0.920176029,"English"
"1835","EE19","F",19,90,1,"High_freq","high level",5.53,5.37,5.54,3.97,4.22,7.47,9,1,1.116117954,"English"
"1836","EE19","F",19,90,1,"High_freq","social policy",5.56,5.36,5.48,3.89,3.98,7.19,12,1,0.836402893,"English"
"1837","EE19","F",19,90,1,"High_freq","mental health",4.7,5.33,5.33,3.93,3.93,7.69,12,1,0.786640882,"English"
"1838","EE19","F",19,90,2,"High_freq","prime minister",5.03,5.32,5.43,4.93,4.94,10.95,13,1,0.836841822,"English"
"1839","EE19","F",19,90,1,"High_freq","annual report",4.85,5.32,5.48,3.75,3.86,7.13,12,1,0.887722015,"English"
"1840","EE19","F",19,90,2,"High_freq","front door",5.27,5.31,5.39,4.16,4.2,8.4,9,1,0.901355028,"English"
"1841","EE19","F",19,90,2,"High_freq","free trade",5.24,5.26,5.27,3.71,3.72,7.08,9,1,1.137825012,"English"
"1842","EE19","F",19,90,1,"High_freq","middle class",5.05,5.2,5.35,3.92,4.07,8,11,1,0.83699894,"English"
"1843","EE19","F",19,90,1,"High_freq","white paper",5.31,5.17,5.31,4,4.04,8.11,10,1,0.787229061,"English"
"1844","EE19","F",19,90,2,"High_freq","bad news",5.12,5.1,5.1,3.78,3.78,7.8,7,1,0.804179907,"English"
"1845","EE19","F",19,90,2,"High_freq","dark hair",5.05,5.08,5.09,3.49,3.77,7,8,1,0.769794941,"English"
"1846","EE19","F",19,90,1,"High_freq","human rights",5.23,5.05,5.96,4.08,4.33,8.87,11,1,0.971529007,"English"
"1847","EE19","F",19,90,1,"High_freq","rapid growth",4.5,5.05,5.06,3.47,3.47,7.09,11,1,0.905786991,"English"
"1848","EE19","F",19,90,1,"High_freq","medical treatment",4.91,5.03,5.06,3.61,3.63,7.53,16,1,0.804497004,"English"
"1849","EE19","F",19,90,1,"High_freq","vast majority",4.63,4.94,4.95,3.88,3.88,8.79,12,1,0.752291918,"English"
"1850","EE19","F",19,90,2,"High_freq","senior officer",4.86,4.9,5.19,3.53,3.84,7.61,13,1,1.218984842,"English"
"1851","EE19","F",19,90,1,"Low_freq","difficult life",5.28,5.69,5.74,3.11,3.12,3.76,13,1,2.004511118,"English"
"1852","EE19","F",19,90,1,"Low_freq","lovely house",4.73,5.64,5.74,2.79,2.85,2.95,11,1,0.903632164,"English"
"1853","EE19","F",19,90,2,"Low_freq","warm place",4.77,5.62,5.77,2.86,2.89,3.19,9,1,2.334792852,"English"
"1854","EE19","F",19,90,1,"Low_freq","poor children",5.11,5.6,5.79,3.63,3.25,3.63,12,1,0.886769056,"English"
"1855","EE19","F",19,90,1,"Low_freq","similar case",5.21,5.6,5.75,2.82,3.15,3.1,11,1,1.170700789,"English"
"1856","EE19","F",19,90,1,"Low_freq","whole company",5.42,5.54,5.71,2.76,2.99,3.01,12,1,1.251115084,"English"
"1857","EE19","F",19,90,2,"Low_freq","certain point",5.28,5.54,5.68,3,3.26,3.84,12,1,0.70319891,"English"
"1858","EE19","F",19,90,1,"Low_freq","vital information",4.65,5.53,5.53,2.98,2.98,3.91,16,1,0.920032024,"English"
"1859","EE19","F",19,90,1,"Low_freq","small head",5.58,5.5,5.56,2.81,2.97,3.21,9,1,1.369483948,"English"
"1860","EE19","F",19,90,1,"Low_freq","foreign business",5.15,5.49,5.53,2.68,2.76,2.84,15,1,0.885020971,"English"
"1861","EE19","F",19,90,2,"Low_freq","round face",5.43,5.46,5.52,2.85,2.97,3.54,9,1,0.951797962,"English"
"1862","EE19","F",19,90,2,"Low_freq","great service",5.61,5.43,5.69,2.78,2.97,3.3,12,1,1.119987011,"English"
"1863","EE19","F",19,90,2,"Low_freq","tiny room",4.66,5.4,5.48,2.75,2.83,3.55,8,1,0.969107866,"English"
"1864","EE19","F",19,90,2,"Low_freq","easy question",5.1,5.35,5.44,2.49,2.79,2.76,12,1,0.821079969,"English"
"1865","EE19","F",19,90,2,"Low_freq","physical body",4.92,5.34,5.36,2.74,2.84,3.69,12,1,0.670749903,"English"
"1866","EE19","F",19,90,2,"Low_freq","strong voice",5.14,5.31,5.38,2.67,2.76,3.47,11,1,0.836465836,"English"
"1867","EE19","F",19,90,1,"Low_freq","important city",5.53,5.3,5.38,2.57,2.72,3,13,1,0.819905996,"English"
"1868","EE19","F",19,90,2,"Low_freq","extra hours",4.92,5.21,5.41,2.65,2.91,3.8,10,1,0.954649925,"English"
"1869","EE19","F",19,90,2,"Low_freq","full authority",5.4,5.21,5.44,2.65,2.7,3.6,13,1,1.120405912,"English"
"1870","EE19","F",19,90,1,"Low_freq","only friend",6.12,5.16,5.43,2.66,3.19,2.78,10,1,0.904098988,"English"
"1871","EE19","F",19,90,1,"Low_freq","away game",5.62,5.11,5.26,2.32,3.26,2.54,8,1,1.020200014,"English"
"1872","EE19","F",19,90,1,"Low_freq","soft material",4.71,5.07,5.25,2.36,2.44,3.31,12,1,0.803026915,"English"
"1873","EE19","F",19,90,1,"Low_freq","suitable software",4.72,4.92,4.92,2.04,2.04,2.77,16,1,1.352906942,"English"
"1874","EE19","F",19,90,1,"Baseline","dirty time",4.37,6.13,6.2,1.41,1.41,-3.22,9,1,1.220188141,"English"
"1875","EE19","F",19,90,1,"Baseline","sudden people",4.56,6.03,6.04,1.54,1.9,-2.48,12,1,0.886242867,"English"
"1876","EE19","F",19,90,1,"Baseline","nice years",5.05,5.89,6.15,1.54,2.11,-2.05,9,1,0.837320089,"English"
"1877","EE19","F",19,90,2,"Baseline","deep government",4.95,5.74,5.77,1.23,1.64,-2.53,14,1,1.104185104,"English"
"1878","EE19","F",19,90,2,"Baseline","far man",5.54,5.71,5.93,1.9,3.01,-0.41,6,1,1.10395503,"English"
"1879","EE19","F",19,90,1,"Baseline","hard party",5.29,5.54,5.66,0,1.99,0,9,1,0.853654146,"English"
"1880","EE19","F",19,90,1,"Baseline","late water",5.23,5.48,5.51,1.69,2,-0.19,9,1,1.15389514,"English"
"1881","EE19","F",19,90,2,"Baseline","current hand",5.1,5.47,5.69,1.64,1.85,-0.39,11,1,1.086966038,"English"
"1882","EE19","F",19,90,2,"Baseline","sure power",5.32,5.44,5.53,1.54,1.72,-0.07,9,1,0.922114134,"English"
"1883","EE19","F",19,90,2,"Baseline","general eyes",5.53,5.38,5.51,0,1.79,0,11,1,0.870679855,"English"
"1884","EE19","F",19,90,1,"Baseline","basic road",4.99,5.37,5.43,1.23,1.23,-1.38,9,1,1.221128225,"English"
"1885","EE19","F",19,90,1,"Baseline","huge policy",4.83,5.36,5.48,1.23,1.41,-1.3,10,1,0.985914946,"English"
"1886","EE19","F",19,90,2,"Baseline","single health",5.2,5.33,5.33,1.23,1.23,-1.32,12,1,1.503946066,"English"
"1887","EE19","F",19,90,2,"Baseline","real minister",5.3,5.32,5.43,1.23,1.54,-1.34,12,1,1.085637093,"English"
"1888","EE19","F",19,90,2,"Baseline","red report",5.11,5.32,5.48,1.54,1.79,-0.25,9,1,1.336220026,"English"
"1889","EE19","F",19,90,1,"Baseline","political door",5.42,5.31,5.39,1.23,1.23,-1.36,13,1,0.918998957,"English"
"1890","EE19","F",19,90,2,"Baseline","short community",5.24,5.31,5.38,1.54,1.64,-0.26,14,1,0.921092033,"English"
"1891","EE19","F",19,90,1,"Baseline","public class",5.53,5.2,5.35,1.64,2.2,0.16,11,1,1.303901196,"English"
"1892","EE19","F",19,90,2,"Baseline","outside paper",5.27,5.17,5.31,0,1.9,0,12,1,1.037260056,"English"
"1893","EE19","F",19,90,1,"Baseline","true news",5.19,5.1,5.1,1.41,1.41,-0.059,8,1,0.954301834,"English"
"1894","EE19","F",19,90,1,"Baseline","british hair",5.49,5.08,5.09,1.23,1.23,-0.83,11,1,1.153751135,"English"
"1895","EE19","F",19,90,2,"Baseline","low rights",5.17,5.05,5.96,0,0,0,8,1,2.069628954,"English"
"1896","EE19","F",19,90,2,"Baseline","chief growth",4.99,5.05,5.06,0,0,0,11,1,0.952303886,"English"
"1897","EE19","F",19,90,2,"Baseline","wide treatment",5.02,5.03,5.06,1.23,1.23,-0.4,13,1,1.57139492,"English"
"1898","EE19","F",19,90,2,"Baseline","light majority",5.3,4.94,4.95,0.94,1.23,-1.31,13,1,0.919878006,"English"
"1899","EE19","F",19,90,1,"Baseline","total officer",5.19,4.9,5.19,0.94,1.99,-1.11,12,1,1.671086073,"English"
"1900","EE19","F",19,90,2,"Baseline","necessary world",5.2,5.7,5.71,1.64,1.64,-1.14,14,1,3.238512993,"English"
"1901","EE19","F",19,90,2,"Baseline","final life",5.13,5.69,5.74,1.9,1.99,-0.22,9,1,1.137378931,"English"
"1902","EE19","F",19,90,2,"Baseline","fast house",4.81,5.64,5.74,1.23,1.99,-2.2,9,1,0.902769089,"English"
"1903","EE19","F",19,90,1,"Baseline","firm place",5.03,5.62,5.77,1.64,2.32,-0.86,9,1,1.318171024,"English"
"1904","EE19","F",19,90,2,"Baseline","official children",4.93,5.6,5.79,1.23,1.64,-2.11,16,1,0.953445911,"English"
"1905","EE19","F",19,90,2,"Baseline","green company",5.1,5.54,5.71,1.72,2.07,-0.36,12,1,2.204327106,"English"
"1906","EE19","F",19,90,1,"Baseline","top point",5.35,5.54,5.68,1.23,2.75,-2,8,1,1.886213064,"English"
"1907","EE19","F",19,90,2,"Baseline","various head",5.13,5.5,5.56,1.79,2.2,-0.03,11,1,0.820988178,"English"
"1908","EE19","F",19,90,2,"Baseline","married business",4.93,5.49,5.53,0.94,1.41,-2.74,15,1,0.820183039,"English"
"1909","EE19","F",19,90,1,"Baseline","national face",5.53,5.46,5.52,1.79,1.9,-0.028,12,1,1.003063917,"English"
"1910","EE19","F",19,90,1,"Baseline","natural service",5.09,5.43,5.69,1.41,1.85,-0.99,14,1,0.970517159,"English"
"1911","EE19","F",19,90,1,"Baseline","key room",5.04,5.4,5.48,1.41,2.5,-0.91,7,1,1.437157869,"English"
"1912","EE19","F",19,90,1,"Baseline","happy court",5,5.4,5.48,1.23,1.72,-1.44,10,1,1.104151964,"English"
"1913","EE19","F",19,90,1,"Baseline","french question",5.17,5.35,5.54,1.23,1.94,-1.38,14,1,0.937024117,"English"
"1914","EE19","F",19,90,1,"Baseline","significant mother",5.02,5.33,5.39,0,0.94,0,17,1,1.054733992,"English"
"1915","EE19","F",19,90,1,"Baseline","early body",5.47,5.34,5.44,1.23,2.07,-1.46,9,1,1.020092011,"English"
"1916","EE19","F",19,90,1,"Baseline","sorry voice",4.98,5.31,5.36,1.23,1.23,-1.2,10,1,0.853956938,"English"
"1917","EE19","F",19,90,2,"Baseline","serious city",5.03,5.3,5.38,1.23,1.41,-1.2,11,1,1.10402298,"English"
"1918","EE19","F",19,90,2,"Baseline","cold idea",5.01,5.27,5.45,0.94,1.64,-2.12,8,1,0.969485044,"English"
"1919","EE19","F",19,90,1,"Baseline","ready land",4.94,5.27,5.31,1.41,1.54,-0.46,9,1,1.169840097,"English"
"1920","EE19","F",19,90,1,"Baseline","large hours",5.48,5.21,5.41,1.54,1.79,-0.13,10,1,1.166604042,"English"
"1921","EE19","F",19,90,1,"Baseline","future authority",5.29,5.21,5.44,1.23,2.2,-1.03,15,1,1.353567123,"English"
"1922","EE19","F",19,90,2,"Baseline","wrong friend",5.14,5.16,5.43,1.41,2.04,-0.2,11,1,1.404067993,"English"
"1923","EE19","F",19,90,2,"Baseline","obvious award",4.86,5.12,5.19,0,0,0,12,1,1.420521021,"English"
"1924","EE19","F",19,90,2,"Baseline","individual game",5.22,5.11,5.26,0.94,1.72,-1.69,14,1,1.620656013,"English"
"1925","EE19","F",19,90,2,"Baseline","male glass",4.98,4.92,5.01,0,0,0,9,1,0.953860998,"English"
"1926","EE20","M",24,87.5,2,"High_freq","long time",5.69,6.13,6.2,4.61,4.63,7.28,8,1,1.587892056,"English"
"1927","EE20","M",24,87.5,2,"High_freq","young people",5.45,6.03,6.04,4.53,4.53,7.36,11,1,0.737151861,"English"
"1928","EE20","M",24,87.5,1,"High_freq","recent years",5.14,5.89,6.15,4.4,4.4,7.39,11,1,1.921485901,"English"
"1929","EE20","M",24,87.5,2,"High_freq","local government",5.61,5.74,5.77,4.48,4.58,8.06,15,1,2.50487113,"English"
"1930","EE20","M",24,87.5,1,"High_freq","old man",5.67,5.71,5.93,4.34,4.4,7.65,6,1,0.804123163,"English"
"1931","EE20","M",24,87.5,1,"High_freq","labour party",5.38,5.54,5.66,4.59,4.61,9.1,11,1,0.820641994,"English"
"1932","EE20","M",24,87.5,2,"High_freq","hot water",4.89,5.48,5.51,3.97,3.97,7.34,8,1,0.753612995,"English"
"1933","EE20","M",24,87.5,2,"High_freq","left hand",5.6,5.47,5.69,3.92,4,7,8,1,0.604049921,"English"
"1934","EE20","M",24,87.5,1,"High_freq","economic development",5.31,5.45,5.51,3.98,4.01,7.36,19,1,1.120019913,"English"
"1935","EE20","M",24,87.5,2,"High_freq","nuclear power",4.85,5.44,5.53,4.08,4.09,7.81,12,1,0.837141991,"English"
"1936","EE20","M",24,87.5,2,"High_freq","blue eyes",4.95,5.38,5.51,3.9,3.94,7.4,8,1,0.984418869,"English"
"1937","EE20","M",24,87.5,1,"High_freq","common law",5.24,5.37,5.44,4.01,4.02,7.73,9,1,0.903496027,"English"
"1938","EE20","M",24,87.5,1,"High_freq","main road",5.34,5.37,5.43,3.82,3.9,7.07,8,1,0.771251917,"English"
"1939","EE20","M",24,87.5,1,"High_freq","high level",5.53,5.37,5.54,3.97,4.22,7.47,9,1,0.986799002,"English"
"1940","EE20","M",24,87.5,1,"High_freq","social policy",5.56,5.36,5.48,3.89,3.98,7.19,12,1,0.867254019,"English"
"1941","EE20","M",24,87.5,2,"High_freq","mental health",4.7,5.33,5.33,3.93,3.93,7.69,12,1,1.137364864,"English"
"1942","EE20","M",24,87.5,2,"High_freq","prime minister",5.03,5.32,5.43,4.93,4.94,10.95,13,1,0.87082696,"English"
"1943","EE20","M",24,87.5,2,"High_freq","annual report",4.85,5.32,5.48,3.75,3.86,7.13,12,1,0.703438997,"English"
"1944","EE20","M",24,87.5,2,"High_freq","front door",5.27,5.31,5.39,4.16,4.2,8.4,9,1,0.737521887,"English"
"1945","EE20","M",24,87.5,1,"High_freq","european community",5.31,5.25,5.38,4.26,4.38,8.75,17,1,0.937159061,"English"
"1946","EE20","M",24,87.5,1,"High_freq","free trade",5.24,5.26,5.27,3.71,3.72,7.08,9,1,0.803706884,"English"
"1947","EE20","M",24,87.5,2,"High_freq","middle class",5.05,5.2,5.35,3.92,4.07,8,11,1,1.133942842,"English"
"1948","EE20","M",24,87.5,1,"High_freq","white paper",5.31,5.17,5.31,4,4.04,8.11,10,1,1.033952951,"English"
"1949","EE20","M",24,87.5,2,"High_freq","bad news",5.12,5.1,5.1,3.78,3.78,7.8,7,1,0.987048864,"English"
"1950","EE20","M",24,87.5,2,"High_freq","dark hair",5.05,5.08,5.09,3.49,3.77,7,8,1,1.437886,"English"
"1951","EE20","M",24,87.5,2,"High_freq","human rights",5.23,5.05,5.96,4.08,4.33,8.87,11,1,0.686185122,"English"
"1952","EE20","M",24,87.5,2,"High_freq","rapid growth",4.5,5.05,5.06,3.47,3.47,7.09,11,1,0.836853981,"English"
"1953","EE20","M",24,87.5,2,"High_freq","medical treatment",4.91,5.03,5.06,3.61,3.63,7.53,16,1,2.070683956,"English"
"1954","EE20","M",24,87.5,1,"High_freq","vast majority",4.63,4.94,4.95,3.88,3.88,8.79,12,1,0.884135008,"English"
"1955","EE20","M",24,87.5,1,"High_freq","senior officer",4.86,4.9,5.19,3.53,3.84,7.61,13,1,0.769976854,"English"
"1956","EE20","M",24,87.5,2,"Low_freq","inner world",4.59,5.7,5.71,2.85,2.92,2.92,10,1,1.070821047,"English"
"1957","EE20","M",24,87.5,1,"Low_freq","difficult life",5.28,5.69,5.74,3.11,3.12,3.76,13,1,0.853821993,"English"
"1958","EE20","M",24,87.5,2,"Low_freq","lovely house",4.73,5.64,5.74,2.79,2.85,2.95,11,1,1.31911397,"English"
"1959","EE20","M",24,87.5,2,"Low_freq","warm place",4.77,5.62,5.77,2.86,2.89,3.19,9,1,2.338442087,"English"
"1960","EE20","M",24,87.5,2,"Low_freq","poor children",5.11,5.6,5.79,3.63,3.25,3.63,12,1,0.936918974,"English"
"1961","EE20","M",24,87.5,2,"Low_freq","similar case",5.21,5.6,5.75,2.82,3.15,3.1,11,1,1.536123991,"English"
"1962","EE20","M",24,87.5,1,"Low_freq","whole company",5.42,5.54,5.71,2.76,2.99,3.01,12,1,0.836421013,"English"
"1963","EE20","M",24,87.5,1,"Low_freq","certain point",5.28,5.54,5.68,3,3.26,3.84,12,1,0.852829933,"English"
"1964","EE20","M",24,87.5,1,"Low_freq","vital information",4.65,5.53,5.53,2.98,2.98,3.91,16,1,1.153851986,"English"
"1965","EE20","M",24,87.5,1,"Low_freq","small head",5.58,5.5,5.56,2.81,2.97,3.21,9,1,1.019672155,"English"
"1966","EE20","M",24,87.5,2,"Low_freq","foreign business",5.15,5.49,5.53,2.68,2.76,2.84,15,1,0.953978062,"English"
"1967","EE20","M",24,87.5,2,"Low_freq","round face",5.43,5.46,5.52,2.85,3.38,3.54,9,1,1.17021203,"English"
"1968","EE20","M",24,87.5,1,"Low_freq","great service",5.61,5.43,5.69,2.78,2.97,3.3,12,1,0.736255169,"English"
"1969","EE20","M",24,87.5,1,"Low_freq","tiny room",4.66,5.4,5.48,2.75,2.83,3.55,8,1,1.038048983,"English"
"1970","EE20","M",24,87.5,2,"Low_freq","easy question",5.1,5.35,5.54,2.49,2.79,2.76,12,1,1.03375411,"English"
"1971","EE20","M",24,87.5,1,"Low_freq","elderly mother",4.64,5.33,5.39,2.41,2.44,2.7,13,1,0.835519075,"English"
"1972","EE20","M",24,87.5,1,"Low_freq","physical body",4.92,5.34,5.44,2.74,2.84,3.69,12,1,1.000938892,"English"
"1973","EE20","M",24,87.5,1,"Low_freq","good land",5.85,5.27,5.31,2.79,2.82,3.49,8,1,1.987449169,"English"
"1974","EE20","M",24,87.5,2,"Low_freq","extra hours",4.92,5.21,5.41,2.65,2.91,3.8,10,1,0.904259205,"English"
"1975","EE20","M",24,87.5,1,"Low_freq","full authority",5.4,5.21,5.44,2.65,2.7,3.6,13,1,0.869699001,"English"
"1976","EE20","M",24,87.5,2,"Low_freq","only friend",6.12,5.16,5.43,2.66,3.19,2.78,10,1,0.784424067,"English"
"1977","EE20","M",24,87.5,1,"Low_freq","new award",6.04,5.12,5.19,2.93,3.17,3.85,8,1,1.068037987,"English"
"1978","EE20","M",24,87.5,1,"Low_freq","away game",5.62,5.11,5.26,2.32,3.26,2.54,8,1,0.736577034,"English"
"1979","EE20","M",24,87.5,1,"Low_freq","soft material",4.71,5.07,5.25,2.36,2.44,3.31,12,1,0.803564072,"English"
"1980","EE20","M",24,87.5,2,"Low_freq","suitable software",4.72,4.92,4.92,2.04,2.04,2.77,16,1,1.169926882,"English"
"1981","EE20","M",24,87.5,1,"Baseline","dirty time",4.37,6.13,6.2,1.41,1.41,-3.22,9,1,1.071254969,"English"
"1982","EE20","M",24,87.5,1,"Baseline","sudden people",4.56,6.03,6.04,1.54,1.9,-2.48,12,1,1.120984793,"English"
"1983","EE20","M",24,87.5,2,"Baseline","nice years",5.05,5.89,6.15,1.54,2.11,-2.05,9,1,1.337188959,"English"
"1984","EE20","M",24,87.5,2,"Baseline","far man",5.54,5.71,5.93,1.9,3.01,-0.41,6,1,2.28790617,"English"
"1985","EE20","M",24,87.5,2,"Baseline","hard party",5.29,5.54,5.66,0,1.99,0,9,1,0.987210035,"English"
"1986","EE20","M",24,87.5,1,"Baseline","late water",5.23,5.48,5.51,1.69,2,-0.19,9,1,0.820305824,"English"
"1987","EE20","M",24,87.5,1,"Baseline","current hand",5.1,5.47,5.69,1.64,1.85,-0.39,11,1,1.154028893,"English"
